date,trade_date,strategy,final_position,signal,buy_hold_return,strategy_return,active_return,turnover,transaction_cost,missed_upside,avoided_downside,gross_position_timing_contribution,net_position_timing_contribution,defensive_day,pred_big_up_prob,pred_big_down_prob,pred_tail_score
2025-02-20,2025-02-21,ml_big_up_index_enhancement,0.97,ADJUST,-0.0032811451686362,-0.0032327108135771143,4.843435505908584e-05,0.04999999999999993,4.9999999999999935e-05,0.0,9.84343550590861e-05,9.84343550590861e-05,4.843435505908616e-05,True,0.1415130587027552,0.6836810304167489,-0.5421679717139937
2025-02-21,2025-02-24,ml_big_up_index_enhancement,0.97,ADJUST,0.012104045163541,0.011740923808634769,-0.0003631213549062304,0.0,0.0,0.0003631213549062303,-0.0,-0.0003631213549062303,-0.0003631213549062303,True,0.1599947701069502,0.6901331159757098,-0.5301383458687596
2025-02-24,2025-02-25,ml_big_up_index_enhancement,0.97,ADJUST,-0.0035317162684687,-0.0034257647804146387,0.0001059514880540611,0.0,0.0,0.0,0.00010595148805406109,0.00010595148805406109,0.00010595148805406109,True,0.1467510741093207,0.6841201449657639,-0.5373690708564431
2025-02-25,2025-02-26,ml_big_up_index_enhancement,0.97,ADJUST,0.0145544983752552,0.014117863423997543,-0.00043663495125765596,0.0,0.0,0.00043663495125765634,-0.0,-0.00043663495125765634,-0.00043663495125765634,True,0.103375668207204,0.7122726101299512,-0.6088969419227472
2025-02-26,2025-02-27,ml_big_up_index_enhancement,0.97,ADJUST,-0.0016638615513528,-0.0016139457048122158,4.9915846540584145e-05,0.0,0.0,0.0,4.991584654058404e-05,4.991584654058404e-05,4.991584654058404e-05,True,0.1040497997198749,0.7160843101688907,-0.6120345104490158
2025-02-27,2025-02-28,ml_big_up_index_enhancement,0.97,ADJUST,-0.0256897414191163,-0.02491904917654281,0.000770692242573489,0.0,0.0,0.0,0.0007706922425734896,0.0007706922425734896,0.0007706922425734896,True,0.1178421467518638,0.7118172789996706,-0.5939751322478067
2025-02-28,2025-03-03,ml_big_up_index_enhancement,0.92,ADJUST,0.0067978851024126,0.006204054294219593,-0.0005938308081930074,0.04999999999999993,4.9999999999999935e-05,0.0005438308081930078,-0.0,-0.0005438308081930078,-0.0005938308081930077,True,0.1701800124949785,0.6864140206851833,-0.5162340081902048
2025-03-03,2025-03-04,ml_big_up_index_enhancement,0.97,ADJUST,0.0167524762184956,0.01619990193194073,-0.0005525742865548702,0.04999999999999993,4.9999999999999935e-05,0.0005025742865548684,-0.0,-0.0005025742865548684,-0.0005525742865548683,True,0.155668033690354,0.7128149361846573,-0.5571469024943032
2025-03-04,2025-03-05,ml_big_up_index_enhancement,0.97,ADJUST,-0.004031703853026,-0.00391075273743522,0.00012095111559078022,0.0,0.0,0.0,0.0001209511155907801,0.0001209511155907801,0.0001209511155907801,True,0.1797407365072262,0.6746808177501736,-0.4949400812429474
2025-03-05,2025-03-06,ml_big_up_index_enhancement,0.97,ADJUST,0.0167901007406046,0.016286397718386462,-0.0005037030222181382,0.0,0.0,0.0005037030222181384,-0.0,-0.0005037030222181384,-0.0005037030222181384,True,0.1794591648887361,0.6734440923867405,-0.4939849274980044
2025-03-06,2025-03-07,ml_big_up_index_enhancement,0.97,ADJUST,-0.004631217021925,-0.004492280511267249,0.00013893651065775055,0.0,0.0,0.0,0.00013893651065775012,0.00013893651065775012,0.00013893651065775012,True,0.1600798001667095,0.6614994665617485,-0.501419666395039
2025-03-07,2025-03-10,ml_big_up_index_enhancement,0.97,ADJUST,0.0153577127055171,0.014896981324351587,-0.00046073138116551303,0.0,0.0,0.0004607313811655134,-0.0,-0.0004607313811655134,-0.0004607313811655134,True,0.2083571992541717,0.3524873364553467,-0.1441301372011749
2025-03-10,2025-03-11,ml_big_up_index_enhancement,0.97,ADJUST,0.0067121999948167,0.006510833994972199,-0.00020136599984450082,0.0,0.0,0.00020136599984450117,-0.0,-0.00020136599984450117,-0.00020136599984450117,True,0.2080821432005889,0.3931891708678152,-0.1851070276672262
2025-03-11,2025-03-12,ml_big_up_index_enhancement,0.97,ADJUST,0.0049988298619236,0.004848864966065892,-0.00014996489585770816,0.0,0.0,0.00014996489585770813,-0.0,-0.00014996489585770813,-0.00014996489585770813,True,0.2238978962894903,0.4253656714001506,-0.2014677751106602
2025-03-12,2025-03-13,ml_big_up_index_enhancement,0.97,ADJUST,-0.0071605547741688,-0.006945738130943736,0.00021481664322506398,0.0,0.0,0.0,0.0002148166432250642,0.0002148166432250642,0.0002148166432250642,True,0.2199285733505401,0.4040213840986181,-0.184092810748078
2025-03-13,2025-03-14,ml_big_up_index_enhancement,0.97,ADJUST,0.0198704853398881,0.019274370779691456,-0.0005961145601966443,0.0,0.0,0.0005961145601966435,-0.0,-0.0005961145601966435,-0.0005961145601966435,True,0.2018551369477132,0.3900419698017757,-0.1881868328540625
